   ,,日期,时间,业务量
3157,,20200105,1800,358766
3158,,20200105,1830,338246
3159,,20200105,1900,291049
3160,,20200105,1930,258988
3161,,20200105,2000,224423
3162,,20200105,2030,188528
3163,,20200105,2100,185051
3164,,20200105,2130,173344
3165,,20200105,2200,191299
3166,,20200105,2230,143296
3167,,20200105,2300,112720
3168,,20200105,2330,86867
3169,,20200106,0,81587
3170,,20200106,30,148972
3171,,20200106,100,69252
3172,,20200106,130,67736
3173,,20200106,200,48356
3174,,20200106,230,36803
3175,,20200106,300,32359
3176,,20200106,330,31397
3177,,20200106,400,32090
3178,,20200106,430,29207
3179,,20200106,500,34259
3180,,20200106,530,45951
3181,,20200106,600,67790
3182,,20200106,630,89881
3183,,20200106,700,125586
3184,,20200106,730,131962
3185,,20200106,800,122830
3186,,20200106,830,136317
3187,,20200106,900,250031
3188,,20200106,930,320877
3189,,20200106,1000,303227
3190,,20200106,1030,291767
3191,,20200106,1100,305431
3192,,20200106,1130,236089
3193,,20200106,1200,214441
3194,,20200106,1230,187278
3195,,20200106,1300,170472
3196,,20200106,1330,167040
3197,,20200106,1400,174288
3198,,20200106,1430,162755
3199,,20200106,1500,190142
3200,,20200106,1530,103539
3201,,20200106,1600,100222
3202,,20200106,1630,105106
3203,,20200106,1700,111493
3204,,20200106,1730,110112
3205,,20200106,1800,102656
3206,,20200106,1830,114271
3207,,20200106,1900,124522
3208,,20200106,1930,128895
3209,,20200106,2000,125615
3210,,20200106,2030,122861
3211,,20200106,2100,123980
3212,,20200106,2130,119213
3213,,20200106,2200,115102
3214,,20200106,2230,101544
3215,,20200106,2300,75710
3216,,20200106,2330,58657
3217,,20200107,0,64940
3218,,20200107,30,53705
3219,,20200107,100,43796
3220,,20200107,130,36826
3221,,20200107,200,29626
3222,,20200107,230,22732
3223,,20200107,300,19773
3224,,20200107,330,15556
3225,,20200107,400,16090
3226,,20200107,430,14167
3227,,20200107,500,18922
3228,,20200107,530,23482
3229,,20200107,600,39122
3230,,20200107,630,66590
3231,,20200107,700,96592
3232,,20200107,730,100193
3233,,20200107,800,121922
3234,,20200107,830,145563
3235,,20200107,900,156764
3236,,20200107,930,145187
3237,,20200107,1000,150136
3238,,20200107,1030,139762
3239,,20200107,1100,145080
3240,,20200107,1130,123205
3241,,20200107,1200,124994
3242,,20200107,1230,132806
3243,,20200107,1300,131201
3244,,20200107,1330,107582
3245,,20200107,1400,103912
3246,,20200107,1430,111302
3247,,20200107,1500,108645
3248,,20200107,1530,107471
3249,,20200107,1600,97819
3250,,20200107,1630,95919
3251,,20200107,1700,104451
3252,,20200107,1730,105393
3253,,20200107,1800,103079
3254,,20200107,1830,103638
3255,,20200107,1900,113328
3256,,20200107,1930,109161
3257,,20200107,2000,112387
3258,,20200107,2030,110538
3259,,20200107,2100,101037
3260,,20200107,2130,104595
3261,,20200107,2200,93557
3262,,20200107,2230,99189
3263,,20200107,2300,79982
3264,,20200107,2330,61883
3265,,20200108,0,69641
3266,,20200108,30,47933
3267,,20200108,100,39381
3268,,20200108,130,36660
3269,,20200108,200,42510
3270,,20200108,230,44436
3271,,20200108,300,20551
3272,,20200108,330,14250
3273,,20200108,400,9480
3274,,20200108,430,37732
3275,,20200108,500,6683
3276,,20200108,530,18198
3277,,20200108,600,21328
3278,,20200108,630,32524
3279,,20200108,700,79051
3280,,20200108,730,55306
3281,,20200108,800,65863
3282,,20200108,830,74409
3283,,20200108,900,59939
3284,,20200108,930,128980
3285,,20200108,1000,242992
3286,,20200108,1030,88235
3287,,20200108,1100,94020
3288,,20200108,1130,104648
3289,,20200108,1200,66123
3290,,20200108,1230,63607
3291,,20200108,1300,53752
3292,,20200108,1330,100216
3293,,20200108,1400,73183
3294,,20200108,1430,82197
3295,,20200108,1500,89998
3296,,20200108,1530,85856
3297,,20200108,1600,99978
3298,,20200108,1630,101898
3299,,20200108,1700,116618
3300,,20200108,1730,119232
3301,,20200108,1800,105755
3302,,20200108,1830,94739
3303,,20200108,1900,101024
3304,,20200108,1930,124753
3305,,20200108,2000,102786
3306,,20200108,2030,88935
3307,,20200108,2100,77980
3308,,20200108,2130,89226
3309,,20200108,2200,83582
3310,,20200108,2230,76961
3311,,20200108,2300,61853
3312,,20200108,2330,54694
3313,,20200109,0,56454
3314,,20200109,30,45478
3315,,20200109,100,40716
3316,,20200109,130,33046
3317,,20200109,200,28887
3318,,20200109,230,28396
3319,,20200109,300,23356
3320,,20200109,330,16589
3321,,20200109,400,15025
3322,,20200109,430,14123
3323,,20200109,500,17213
3324,,20200109,530,20476
3325,,20200109,600,34164
3326,,20200109,630,55790
3327,,20200109,700,86568
3328,,20200109,730,111008
3329,,20200109,800,250512
3330,,20200109,830,239515
3331,,20200109,900,140974
3332,,20200109,930,149688
3333,,20200109,1000,175522
3334,,20200109,1030,139467
3335,,20200109,1100,141315
3336,,20200109,1130,136284
3337,,20200109,1200,133140
3338,,20200109,1230,133934
3339,,20200109,1300,129842
3340,,20200109,1330,118254
3341,,20200109,1400,123397
3342,,20200109,1430,115276
3343,,20200109,1500,111691
3344,,20200109,1530,101517
3345,,20200109,1600,103752
3346,,20200109,1630,111518
3347,,20200109,1700,116246
3348,,20200109,1730,120902
3349,,20200109,1800,115579
3350,,20200109,1830,108068
3351,,20200109,1900,114493
3352,,20200109,1930,109334
3353,,20200109,2000,115111
3354,,20200109,2030,117991
3355,,20200109,2100,123273
3356,,20200109,2130,104623
3357,,20200109,2200,83847
3358,,20200109,2230,75940
3359,,20200109,2300,43254
3360,,20200109,2330,29678
3361,,20200110,0,27298
3362,,20200110,30,15000
3363,,20200110,100,11112
3364,,20200110,130,8419
3365,,20200110,200,7508
3366,,20200110,230,7410
3367,,20200110,300,6872
3368,,20200110,330,6410
3369,,20200110,400,6547
3370,,20200110,430,7001
3371,,20200110,500,7928
3372,,20200110,530,10453
3373,,20200110,600,16780
3374,,20200110,630,26101
3375,,20200110,700,72997
3376,,20200110,730,101328
3377,,20200110,800,141042
3378,,20200110,830,123273
3379,,20200110,900,173614
3380,,20200110,930,134905
3381,,20200110,1000,148142
3382,,20200110,1030,158156
3383,,20200110,1100,155418
3384,,20200110,1130,159867
3385,,20200110,1200,152204
3386,,20200110,1230,151892
3387,,20200110,1300,133152
3388,,20200110,1330,120696
3389,,20200110,1400,119719
3390,,20200110,1430,122441
3391,,20200110,1500,114979
3392,,20200110,1530,110354
3393,,20200110,1600,125779
3394,,20200110,1630,111951
3395,,20200110,1700,108745
3396,,20200110,1730,105693
3397,,20200110,1800,118427
3398,,20200110,1830,120540
3399,,20200110,1900,124500
3400,,20200110,1930,121626
3401,,20200110,2000,96209
3402,,20200110,2030,88786
3403,,20200110,2100,91486
3404,,20200110,2130,82633
3405,,20200110,2200,95643
3406,,20200110,2230,91888
3407,,20200110,2300,75088
3408,,20200110,2330,56654
3409,,20200111,0,67387
3410,,20200111,30,48944
3411,,20200111,100,37404
3412,,20200111,130,30372
3413,,20200111,200,22657
3414,,20200111,230,17982
3415,,20200111,300,16018
3416,,20200111,330,14913
3417,,20200111,400,14033
3418,,20200111,430,13943
3419,,20200111,500,16554
3420,,20200111,530,21071
3421,,20200111,600,30973
3422,,20200111,630,45012
3423,,20200111,700,85495
3424,,20200111,730,118969
3425,,20200111,800,154228
3426,,20200111,830,160216
3427,,20200111,900,155242
3428,,20200111,930,161483
3429,,20200111,1000,153537
3430,,20200111,1030,145060
3431,,20200111,1100,150055
3432,,20200111,1130,143950
3433,,20200111,1200,150505
3434,,20200111,1230,144784
3435,,20200111,1300,128414
3436,,20200111,1330,123641
3437,,20200111,1400,119450
3438,,20200111,1430,105306
3439,,20200111,1500,105730
3440,,20200111,1530,95578
3441,,20200111,1600,114125
3442,,20200111,1630,107322
3443,,20200111,1700,109330
3444,,20200111,1730,108935
3445,,20200111,1800,108356
3446,,20200111,1830,107028
3447,,20200111,1900,112060
3448,,20200111,1930,110576
3449,,20200111,2000,112009
3450,,20200111,2030,106445
3451,,20200111,2100,118815
3452,,20200111,2130,113096
3453,,20200111,2200,107479
3454,,20200111,2230,95557
3455,,20200111,2300,76956
3456,,20200111,2330,70890
3457,,20200112,0,71769
3458,,20200112,30,51407
3459,,20200112,100,42043
3460,,20200112,130,33557
3461,,20200112,200,25439
3462,,20200112,230,18540
3463,,20200112,300,16341
3464,,20200112,330,14467
3465,,20200112,400,14102
3466,,20200112,430,13770
3467,,20200112,500,16873
3468,,20200112,530,19391
3469,,20200112,600,26517
3470,,20200112,630,37560
3471,,20200112,700,66069
3472,,20200112,730,89416
3473,,20200112,800,127495
3474,,20200112,830,130733
3475,,20200112,900,136870
3476,,20200112,930,140998
3477,,20200112,1000,136673
3478,,20200112,1030,136189
3479,,20200112,1100,132499
3480,,20200112,1130,133137
3481,,20200112,1200,133299
3482,,20200112,1230,127052
3483,,20200112,1300,111216
3484,,20200112,1330,112128
3485,,20200112,1400,103165
3486,,20200112,1430,101420
3487,,20200112,1500,104127
3488,,20200112,1530,100091
3489,,20200112,1600,101419
3490,,20200112,1630,103418
3491,,20200112,1700,100701
3492,,20200112,1730,101276
3493,,20200112,1800,100071
3494,,20200112,1830,106441
3495,,20200112,1900,104802
3496,,20200112,1930,108529
3497,,20200112,2000,110166
3498,,20200112,2030,113895
3499,,20200112,2100,114446
3500,,20200112,2130,113273
3501,,20200112,2200,105997
3502,,20200112,2230,91496
3503,,20200112,2300,80618
3504,,20200112,2330,68724
3505,,20200113,0,59147
3506,,20200113,30,41076
3507,,20200113,100,30869
3508,,20200113,130,24673
3509,,20200113,200,20709
3510,,20200113,230,16040
3511,,20200113,300,13705
3512,,20200113,330,11463
3513,,20200113,400,11501
3514,,20200113,430,11681
3515,,20200113,500,13544
3516,,20200113,530,17465
3517,,20200113,600,25427
3518,,20200113,630,38967
3519,,20200113,700,70830
3520,,20200113,730,96710
3521,,20200113,800,131386
3522,,20200113,830,146803
3523,,20200113,900,151314
3524,,20200113,930,144021
3525,,20200113,1000,152797
3526,,20200113,1030,149700
3527,,20200113,1100,136746
3528,,20200113,1130,126462
3529,,20200113,1200,130809
3530,,20200113,1230,123394
3531,,20200113,1300,104792
3532,,20200113,1330,104584
3533,,20200113,1400,107259
3534,,20200113,1430,101243
3535,,20200113,1500,93773
3536,,20200113,1530,94548
3537,,20200113,1600,95195
3538,,20200113,1630,94534
3539,,20200113,1700,98996
3540,,20200113,1730,98760
3541,,20200113,1800,91925
3542,,20200113,1830,83436
3543,,20200113,1900,83814
3544,,20200113,1930,85967
3545,,20200113,2000,88860
3546,,20200113,2030,94707
3547,,20200113,2100,95521
3548,,20200113,2130,92107
3549,,20200113,2200,96582
3550,,20200113,2230,84196
3551,,20200113,2300,65036
3552,,20200113,2330,57319
3553,,20200114,0,68140
3554,,20200114,30,50369
3555,,20200114,100,37643
3556,,20200114,130,26612
3557,,20200114,200,19703
3558,,20200114,230,17918
3559,,20200114,300,15196
3560,,20200114,330,14604
3561,,20200114,400,13786
3562,,20200114,430,13744
3563,,20200114,500,16212
3564,,20200114,530,19119
3565,,20200114,600,27164
3566,,20200114,630,40619
3567,,20200114,700,82825
3568,,20200114,730,101030
3569,,20200114,800,128291
3570,,20200114,830,138341
3571,,20200114,900,152380
3572,,20200114,930,152434
3573,,20200114,1000,147164
3574,,20200114,1030,133851
3575,,20200114,1100,117712
3576,,20200114,1130,123845
3577,,20200114,1200,121512
3578,,20200114,1230,114180
3579,,20200114,1300,86280
3580,,20200114,1330,89374
3581,,20200114,1400,98956
3582,,20200114,1430,101824
3583,,20200114,1500,92605
3584,,20200114,1530,93695
3585,,20200114,1600,83510
3586,,20200114,1630,96066
3587,,20200114,1700,101176
3588,,20200114,1730,95055
3589,,20200114,1800,94364
3590,,20200114,1830,98525
3591,,20200114,1900,104898
3592,,20200114,1930,104893
3593,,20200114,2000,115453
3594,,20200114,2030,112490
3595,,20200114,2100,112355
3596,,20200114,2130,101983
3597,,20200114,2200,103862
3598,,20200114,2230,104008
3599,,20200114,2300,67719
3600,,20200114,2330,54293
3601,,20200115,0,59645
3602,,20200115,30,38205
3603,,20200115,100,28724
3604,,20200115,130,23006
3605,,20200115,200,22076
3606,,20200115,230,15974
3607,,20200115,300,13842
3608,,20200115,330,12581
3609,,20200115,400,11482
3610,,20200115,430,10765
3611,,20200115,500,13088
3612,,20200115,530,19007
3613,,20200115,600,22576
3614,,20200115,630,33008
3615,,20200115,700,102914
3616,,20200115,730,124603
3617,,20200115,800,133019
3618,,20200115,830,139863
3619,,20200115,900,160530
3620,,20200115,930,144033
3621,,20200115,1000,152691
3622,,20200115,1030,161577
3623,,20200115,1100,129869
3624,,20200115,1130,131756
3625,,20200115,1200,124571
3626,,20200115,1230,113643
3627,,20200115,1300,118718
3628,,20200115,1330,112538
3629,,20200115,1400,101162
3630,,20200115,1430,108378
3631,,20200115,1500,100892
3632,,20200115,1530,94503
3633,,20200115,1600,106149
3634,,20200115,1630,94808
3635,,20200115,1700,90094
3636,,20200115,1730,113827
3637,,20200115,1800,108148
3638,,20200115,1830,114027
3639,,20200115,1900,129012
3640,,20200115,1930,125135
3641,,20200115,2000,119623
3642,,20200115,2030,120488
3643,,20200115,2100,110364
3644,,20200115,2130,108687
3645,,20200115,2200,108806
3646,,20200115,2230,99165
3647,,20200115,2300,85408
3648,,20200115,2330,66818
3649,,20200116,0,67646
3650,,20200116,30,45050
3651,,20200116,100,38001
3652,,20200116,130,28682
3653,,20200116,200,15488
3654,,20200116,230,12733
3655,,20200116,300,14423
3656,,20200116,330,13156
3657,,20200116,400,12701
3658,,20200116,430,13160
3659,,20200116,500,15015
3660,,20200116,530,18289
3661,,20200116,600,25863
3662,,20200116,630,37478
3663,,20200116,700,87794
3664,,20200116,730,94596
3665,,20200116,800,117176
3666,,20200116,830,151648
3667,,20200116,900,170949
3668,,20200116,930,177570
3669,,20200116,1000,158079
3670,,20200116,1030,183320
3671,,20200116,1100,167964
3672,,20200116,1130,158481
3673,,20200116,1200,145533
3674,,20200116,1230,137944
3675,,20200116,1300,134791
3676,,20200116,1330,136508
3677,,20200116,1400,137057
3678,,20200116,1430,131667
3679,,20200116,1500,128664
3680,,20200116,1530,119533
3681,,20200116,1600,116795
3682,,20200116,1630,127025
3683,,20200116,1700,129396
3684,,20200116,1730,121387
3685,,20200116,1800,127876
3686,,20200116,1830,141924
3687,,20200116,1900,134866
3688,,20200116,1930,143842
3689,,20200116,2000,140552
3690,,20200116,2030,132342
3691,,20200116,2100,120840
3692,,20200116,2130,119922
3693,,20200116,2200,130213
3694,,20200116,2230,96355
3695,,20200116,2300,48698
3696,,20200116,2330,36682
3697,,20200117,0,31841
3698,,20200117,30,22338
3699,,20200117,100,14477
3700,,20200117,130,11526
3701,,20200117,200,10193
3702,,20200117,230,8830
3703,,20200117,300,8031
3704,,20200117,330,7991
3705,,20200117,400,7858
3706,,20200117,430,8057
3707,,20200117,500,11151
3708,,20200117,530,14003
3709,,20200117,600,49037
3710,,20200117,630,34244
3711,,20200117,700,80724
3712,,20200117,730,94246
3713,,20200117,800,159083
3714,,20200117,830,154400
3715,,20200117,900,177373
3716,,20200117,930,191256
3717,,20200117,1000,172624
3718,,20200117,1030,156555
3719,,20200117,1100,151505
3720,,20200117,1130,142633
3721,,20200117,1200,150832
3722,,20200117,1230,158021
3723,,20200117,1300,139652
3724,,20200117,1330,143129
3725,,20200117,1400,128471
3726,,20200117,1430,123726
3727,,20200117,1500,120714
3728,,20200117,1530,133066
3729,,20200117,1600,129097
3730,,20200117,1630,120314
3731,,20200117,1700,136649
3732,,20200117,1730,131114
3733,,20200117,1800,119992
3734,,20200117,1830,122440
3735,,20200117,1900,119860
3736,,20200117,1930,112467
3737,,20200117,2000,125599
3738,,20200117,2030,138942
3739,,20200117,2100,113999
3740,,20200117,2130,111098
3741,,20200117,2200,136091
3742,,20200117,2230,106170
3743,,20200117,2300,92120
3744,,20200117,2330,80179
3745,,20200118,0,80140
3746,,20200118,30,59069
3747,,20200118,100,47872
3748,,20200118,130,37880
3749,,20200118,200,28841
3750,,20200118,230,21906
3751,,20200118,300,18574
3752,,20200118,330,16443
3753,,20200118,400,15735
3754,,20200118,430,16072
3755,,20200118,500,17802
3756,,20200118,530,20511
3757,,20200118,600,27951
3758,,20200118,630,38091
3759,,20200118,700,70883
3760,,20200118,730,87933
3761,,20200118,800,124298
3762,,20200118,830,139697
3763,,20200118,900,147067
3764,,20200118,930,150976
3765,,20200118,1000,147807
3766,,20200118,1030,125821
3767,,20200118,1100,130667
3768,,20200118,1130,121830
3769,,20200118,1200,121723
3770,,20200118,1230,122377
3771,,20200118,1300,115475
3772,,20200118,1330,113985
3773,,20200118,1400,117374
3774,,20200118,1430,104453
3775,,20200118,1500,103612
3776,,20200118,1530,96841
3777,,20200118,1600,101671
3778,,20200118,1630,113565
3779,,20200118,1700,112530
3780,,20200118,1730,109435
3781,,20200118,1800,112789
3782,,20200118,1830,117758
3783,,20200118,1900,117301
3784,,20200118,1930,107943
3785,,20200118,2000,107959
3786,,20200118,2030,124347
3787,,20200118,2100,120320
3788,,20200118,2130,113515
3789,,20200118,2200,126834
3790,,20200118,2230,94072
3791,,20200118,2300,79322
3792,,20200118,2330,65231
3793,,20200119,0,64327
3794,,20200119,30,43503
3795,,20200119,100,34592
3796,,20200119,130,26834
3797,,20200119,200,21911
3798,,20200119,230,17978
3799,,20200119,300,15234
3800,,20200119,330,12835
3801,,20200119,400,12766
3802,,20200119,430,12331
3803,,20200119,500,13949
3804,,20200119,530,17671
3805,,20200119,600,23273
3806,,20200119,630,32659
3807,,20200119,700,53091
3808,,20200119,730,75633
3809,,20200119,800,117026
3810,,20200119,830,130219
3811,,20200119,900,144139
3812,,20200119,930,175445
3813,,20200119,1000,177249
3814,,20200119,1030,150639
3815,,20200119,1100,139585
3816,,20200119,1130,136081
3817,,20200119,1200,141540
3818,,20200119,1230,131095
3819,,20200119,1300,135335
3820,,20200119,1330,125059
3821,,20200119,1400,122142
3822,,20200119,1430,124319
3823,,20200119,1500,116086
3824,,20200119,1530,122788
3825,,20200119,1600,124849
3826,,20200119,1630,118372
3827,,20200119,1700,117500
3828,,20200119,1730,117556
3829,,20200119,1800,120775
3830,,20200119,1830,120582
3831,,20200119,1900,123345
3832,,20200119,1930,120072
3833,,20200119,2000,107241
3834,,20200119,2030,123649
3835,,20200119,2100,133274
3836,,20200119,2130,130918
3837,,20200119,2200,120977
3838,,20200119,2230,98563
3839,,20200119,2300,75956
3840,,20200119,2330,60064
3841,,20200120,0,60061
3842,,20200120,30,45326
3843,,20200120,100,39984
3844,,20200120,130,26681
3845,,20200120,200,19858
3846,,20200120,230,16718
3847,,20200120,300,14193
3848,,20200120,330,13021
3849,,20200120,400,12330
3850,,20200120,430,11820
3851,,20200120,500,13916
3852,,20200120,530,15730
3853,,20200120,600,21882
3854,,20200120,630,29241
3855,,20200120,700,51996
3856,,20200120,730,70990
3857,,20200120,800,124920
3858,,20200120,830,134345
3859,,20200120,900,150604
3860,,20200120,930,151298
3861,,20200120,1000,159582
3862,,20200120,1030,159694
3863,,20200120,1100,149754
3864,,20200120,1130,146566
3865,,20200120,1200,131801
3866,,20200120,1230,131842
3867,,20200120,1300,127439
3868,,20200120,1330,128075
3869,,20200120,1400,130671
3870,,20200120,1430,125529
3871,,20200120,1500,126913
3872,,20200120,1530,127298
3873,,20200120,1600,105647
3874,,20200120,1630,78050
3875,,20200120,1700,85781
3876,,20200120,1730,94622
3877,,20200120,1800,102135
3878,,20200120,1830,107237
3879,,20200120,1900,116713
3880,,20200120,1930,120291
3881,,20200120,2000,110256
3882,,20200120,2030,125773
3883,,20200120,2100,136131
3884,,20200120,2130,125318
3885,,20200120,2200,129099
3886,,20200120,2230,106914
3887,,20200120,2300,88143
3888,,20200120,2330,70058
3889,,20200121,0,70172
3890,,20200121,30,52252
3891,,20200121,100,43341
3892,,20200121,130,33254
3893,,20200121,200,26125
3894,,20200121,230,21050
3895,,20200121,300,17722
3896,,20200121,330,15927
3897,,20200121,400,15156
3898,,20200121,430,14264
3899,,20200121,500,16770
3900,,20200121,530,19861
3901,,20200121,600,28370
3902,,20200121,630,40824
3903,,20200121,700,66764
3904,,20200121,730,90525
3905,,20200121,800,121071
3906,,20200121,830,142163
3907,,20200121,900,150795
3908,,20200121,930,152695
3909,,20200121,1000,146502
3910,,20200121,1030,160037
3911,,20200121,1100,162116
3912,,20200121,1130,156150
3913,,20200121,1200,140488
3914,,20200121,1230,147431
3915,,20200121,1300,146301
3916,,20200121,1330,149209
3917,,20200121,1400,146568
3918,,20200121,1430,145035
3919,,20200121,1500,146034
3920,,20200121,1530,139259
3921,,20200121,1600,137556
3922,,20200121,1630,142160
3923,,20200121,1700,136484
3924,,20200121,1730,133884
3925,,20200121,1800,134417
3926,,20200121,1830,131812
3927,,20200121,1900,138081
3928,,20200121,1930,147995
3929,,20200121,2000,125015
3930,,20200121,2030,121195
3931,,20200121,2100,125865
3932,,20200121,2130,120473
3933,,20200121,2200,133142
3934,,20200121,2230,101232
3935,,20200121,2300,85142
3936,,20200121,2330,71768
3937,,20200122,0,70288
3938,,20200122,30,48004
3939,,20200122,100,39342
3940,,20200122,130,31020
3941,,20200122,200,26409
3942,,20200122,230,20423
3943,,20200122,300,16921
3944,,20200122,330,14733
3945,,20200122,400,14716
3946,,20200122,430,13942
3947,,20200122,500,16559
3948,,20200122,530,19454
3949,,20200122,600,38920
3950,,20200122,630,57271
3951,,20200122,700,75040
3952,,20200122,730,86171
3953,,20200122,800,129074
3954,,20200122,830,145184
3955,,20200122,900,160912
3956,,20200122,930,155375
3957,,20200122,1000,161111
3958,,20200122,1030,154495
3959,,20200122,1100,151370
3960,,20200122,1130,145055
3961,,20200122,1200,142777
3962,,20200122,1230,138199
3963,,20200122,1300,140065
3964,,20200122,1330,134203
3965,,20200122,1400,141633
3966,,20200122,1430,125845
3967,,20200122,1500,131214
3968,,20200122,1530,127983
3969,,20200122,1600,122645
3970,,20200122,1630,116189
3971,,20200122,1700,124537
3972,,20200122,1730,120875
3973,,20200122,1800,127467
3974,,20200122,1830,119280
3975,,20200122,1900,131412
3976,,20200122,1930,135378
3977,,20200122,2000,137839
3978,,20200122,2030,152271
3979,,20200122,2100,148110
3980,,20200122,2130,141695
3981,,20200122,2200,143661
3982,,20200122,2230,110096
3983,,20200122,2300,83507
3984,,20200122,2330,77082
3985,,20200123,0,80874
3986,,20200123,30,59023
3987,,20200123,100,45603
3988,,20200123,130,33033
3989,,20200123,200,25856
3990,,20200123,230,21772
3991,,20200123,300,18697
3992,,20200123,330,16417
3993,,20200123,400,16543
3994,,20200123,430,15769
3995,,20200123,500,19047
3996,,20200123,530,21723
3997,,20200123,600,28827
3998,,20200123,630,39196
3999,,20200123,700,64403
4000,,20200123,730,85618
4001,,20200123,800,116822
4002,,20200123,830,127481
4003,,20200123,900,127830
4004,,20200123,930,156483
4005,,20200123,1000,155555
4006,,20200123,1030,152336
4007,,20200123,1100,154152
4008,,20200123,1130,139584
4009,,20200123,1200,133855
4010,,20200123,1230,128049
4011,,20200123,1300,122912
4012,,20200123,1330,119327
4013,,20200123,1400,113369
4014,,20200123,1430,112839
4015,,20200123,1500,115868
4016,,20200123,1530,117695
4017,,20200123,1600,116276
4018,,20200123,1630,111573
4019,,20200123,1700,104689
4020,,20200123,1730,106848
4021,,20200123,1800,101323
4022,,20200123,1830,108801
4023,,20200123,1900,122498
4024,,20200123,1930,125631
4025,,20200123,2000,122625
4026,,20200123,2030,129684
4027,,20200123,2100,122000
4028,,20200123,2130,115963
4029,,20200123,2200,127042
4030,,20200123,2230,104781
4031,,20200123,2300,84066
4032,,20200123,2330,71659
4033,,20200124,0,81410
4034,,20200124,30,58641
4035,,20200124,100,44953
4036,,20200124,130,32499
4037,,20200124,200,25433
4038,,20200124,230,19021
4039,,20200124,300,16325
4040,,20200124,330,14055
4041,,20200124,400,13670
4042,,20200124,430,13186
4043,,20200124,500,16280
4044,,20200124,530,19849
4045,,20200124,600,26951
4046,,20200124,630,38103
4047,,20200124,700,56975
4048,,20200124,730,81986
4049,,20200124,800,112256
4050,,20200124,830,123487
4051,,20200124,900,136304
4052,,20200124,930,132729
4053,,20200124,1000,140556
4054,,20200124,1030,146399
4055,,20200124,1100,150742
4056,,20200124,1130,140712
4057,,20200124,1200,139422
4058,,20200124,1230,136120
4059,,20200124,1300,133599
4060,,20200124,1330,131673
4061,,20200124,1400,129792
4062,,20200124,1430,123912
4063,,20200124,1500,130105
4064,,20200124,1530,125591
4065,,20200124,1600,122423
4066,,20200124,1630,116663
4067,,20200124,1700,115744
4068,,20200124,1730,114023
4069,,20200124,1800,127853
4070,,20200124,1830,135501
4071,,20200124,1900,144016
4072,,20200124,1930,162141
4073,,20200124,2000,173497
4074,,20200124,2030,164679
4075,,20200124,2100,186278
4076,,20200124,2130,154995
4077,,20200124,2200,157510
4078,,20200124,2230,126715
4079,,20200124,2300,105108
4080,,20200124,2330,87295
4081,,20200125,0,99471
4082,,20200125,30,82641
4083,,20200125,100,63676
4084,,20200125,130,44718
4085,,20200125,200,31777
4086,,20200125,230,22855
4087,,20200125,300,17604
4088,,20200125,330,14133
4089,,20200125,400,13695
4090,,20200125,430,12655
4091,,20200125,500,14617
4092,,20200125,530,18265
4093,,20200125,600,24916
4094,,20200125,630,34370
4095,,20200125,700,53214
4096,,20200125,730,69452
4097,,20200125,800,99006
4098,,20200125,830,116122
4099,,20200125,900,136205
4100,,20200125,930,138615
4101,,20200125,1000,149091
4102,,20200125,1030,153716
4103,,20200125,1100,156998
4104,,20200125,1130,144270
4105,,20200125,1200,134635
4106,,20200125,1230,125999
4107,,20200125,1300,123068
4108,,20200125,1330,129493
4109,,20200125,1400,121242
4110,,20200125,1430,113000
4111,,20200125,1500,119593
4112,,20200125,1530,112674
4113,,20200125,1600,112901
4114,,20200125,1630,107222
4115,,20200125,1700,99061
4116,,20200125,1730,106209
4117,,20200125,1800,103451
4118,,20200125,1830,110063
4119,,20200125,1900,121243
4120,,20200125,1930,122826
4121,,20200125,2000,131147
4122,,20200125,2030,133854
4123,,20200125,2100,139667
4124,,20200125,2130,132239
4125,,20200125,2200,109767
4126,,20200125,2230,98439
4127,,20200125,2300,81608
4128,,20200125,2330,69659
4129,,20200126,0,71051
4130,,20200126,30,46261
4131,,20200126,100,37876
4132,,20200126,130,27675
4133,,20200126,200,22752
4134,,20200126,230,17514
4135,,20200126,300,15440
4136,,20200126,330,12771
4137,,20200126,400,12164
4138,,20200126,430,11474
4139,,20200126,500,12478
4140,,20200126,530,13774
4141,,20200126,600,19942
4142,,20200126,630,24516
4143,,20200126,700,40692
4144,,20200126,730,58576
4145,,20200126,800,92810
4146,,20200126,830,117999
4147,,20200126,900,141111
4148,,20200126,930,127703
4149,,20200126,1000,145718
4150,,20200126,1030,157138
4151,,20200126,1100,165512
4152,,20200126,1130,156632
4153,,20200126,1200,145053
4154,,20200126,1230,133187
4155,,20200126,1300,122039
4156,,20200126,1330,128801
4157,,20200126,1400,128122
4158,,20200126,1430,124411
4159,,20200126,1500,122464
4160,,20200126,1530,118480
4161,,20200126,1600,114337
4162,,20200126,1630,103235
4163,,20200126,1700,112565
4164,,20200126,1730,111760
4165,,20200126,1800,113179
4166,,20200126,1830,118202
4167,,20200126,1900,119605
4168,,20200126,1930,126810
4169,,20200126,2000,129134
4170,,20200126,2030,140201
4171,,20200126,2100,137590
4172,,20200126,2130,126312
4173,,20200126,2200,128890
4174,,20200126,2230,101037
4175,,20200126,2300,86357
4176,,20200126,2330,69777
4177,,20200127,0,75976
4178,,20200127,30,52985
4179,,20200127,100,39683
4180,,20200127,130,29310
4181,,20200127,200,25215
4182,,20200127,230,19993
4183,,20200127,300,15467
4184,,20200127,330,14173
4185,,20200127,400,12746
